,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist
2515,0.174,0.72,1,-19.953,0,0.533,0.664,0.00121,0.938,0.0603,168.623,103000,False,0,Morning Small Stream Rippling,Serene Nature Sounds
2516,0.0736,0.401,1,-18.329,1,0.148,0.000723,0.0572,0.306,0.0859,175.166,97125,False,0,Relaxation Oceanic Mountains,Nature Retreat Soothing Sounds
2517,0.184,0.433,10,-17.725,0,0.0507,0.864,0.984,0.0996,0.035,93.622,149000,False,0,Nature Water Ripple Audio,Oceanic Charisma 5D Studio
2518,0.168,0.915,10,-17.203,1,0.154,0.617,0.721,0.391,0.0266,126.53,100750,False,0,Queen of Ocean Waves,Moscow Ocean Sounds Studio
2519,0.123,0.789,6,-15.015,0,0.55,0.512,3.38e-06,0.767,0.146,168.357,129500,False,0,Honest Harp of Lake,Charming Waves Lullaby Music
2520,0.164,0.994,3,-15.361,0,0.0816,0.326,0.667,0.918,0.0216,60.949,109000,False,0,Sunset Under Long Distant Waves,Blushing Ocean Wave Sounds
2521,0.108,0.194,1,-18.676,1,0.176,0.00109,0.953,0.325,0.0613,93.934,97000,False,0,Night Sea Waves Motion,Cosmic Waves Sound Library
2522,0.234,0.944,6,-18.399,1,0.0859,0.347,0.0411,0.821,0.0208,79.68,134250,False,0,Gliding Pleasures,The John Nature Collection
2523,0.166,0.981,2,-14.355,0,0.275,0.375,0.996,0.339,0.0367,83.048,113000,False,0,Fresh Flowers and Rain Water,Kicking Stones Ocean Studio
2524,0.405,0.82,0,-11.113,1,0.0877,0.175,0.587,0.644,0.349,122.975,125000,False,0,Relaxer Nature Birds,Photonic Waves Nature Music Studio
2525,0.302,0.865,5,-18.239,1,0.0698,0.193,0.27,0.93,0.115,87.545,103250,False,0,Pasture Memories,Thrilling Waves Sounds
2526,0.305,0.839,7,-20.081,1,0.209,0.755,0.00109,0.946,0.0378,104.531,103000,False,0,Oceanic Night Crickets Sound,Spiritual Minds Nature Music
2527,0.241,0.91,0,-16.523,1,0.878,0.788,0.232,0.92,0.0384,84.799,104999,False,0,Dancing Large Pond Splashes,Heavely Entity Music Project
2528,0.554,0.896,6,-5.399,0,0.107,0.0203,0.0,0.0944,0.766,88.815,222133,False,3,Enemy,Fear Nuttin Band
2529,0.48,0.926,4,-4.182,1,0.0608,0.00219,0.0,0.139,0.469,97.109,252133,False,4,Rule The World,Fear Nuttin Band
2530,0.527,0.828,7,-2.984,1,0.223,0.0127,0.0,0.221,0.851,181.803,225147,False,3,Dun Di Place,Fear Nuttin Band
2531,0.471,0.844,2,-5.412,1,0.169,0.00486,0.0,0.465,0.517,101.645,237213,False,3,Police State,Fear Nuttin Band
2532,0.539,0.833,4,-5.122,0,0.0621,0.0432,0.0,0.117,0.472,85.905,264987,False,3,Pon Di Block,Fear Nuttin Band
2533,0.509,0.949,10,-3.805,1,0.123,0.000934,1.06e-06,0.155,0.638,92.668,218320,False,3,Vibes,Fear Nuttin Band
2534,0.502,0.923,5,-4.556,0,0.135,0.000552,0.0,0.349,0.598,92.19,217293,False,2,Runaway,Fear Nuttin Band
2535,0.592,0.878,1,-4.643,1,0.0877,0.00814,0.0,0.313,0.681,94.108,198187,False,3,Fears,Fear Nuttin Band
2536,0.301,0.87,11,-5.435,0,0.0621,0.000562,0.0,0.271,0.555,180.36,245333,False,3,No,Fear Nuttin Band
2537,0.456,0.867,11,-5.132,0,0.111,0.00259,0.0,0.224,0.647,91.331,235787,False,3,Champagne,Fear Nuttin Band
2538,0.526,0.848,5,-4.329,1,0.0503,0.0345,0.0,0.228,0.875,99.857,202293,False,3,Can't Get Mi Weed,Fear Nuttin Band
2539,0.414,0.848,0,-4.569,0,0.0387,0.00224,1.19e-06,0.078,0.576,148.275,279813,False,2,Friends,Fear Nuttin Band
2540,0.71,0.844,7,-4.419,0,0.042,0.0661,0.0,0.187,0.944,97.979,201973,False,1,Real Music,Fear Nuttin Band
2541,0.684,0.632,1,-8.337,0,0.136,0.751,6.26e-05,0.0871,0.594,100.06,231600,True,14,Hunter Biden's Laptop,Nick Nittoli
2542,0.0922,0.00612,4,-36.664,1,0.0484,0.928,0.972,0.4,0.0297,80.291,192941,False,14,AGUA (Rain Ambient Sound),Magical Tones HZ
2543,0.598,0.669,9,-11.238,1,0.0259,0.00147,0.0,0.365,0.777,135.047,263367,False,8,The Begging Song (Come Back to Me),Lighthouse Park
2544,0.647,0.579,6,-11.461,0,0.0271,0.000901,1.58e-05,0.123,0.584,134.996,211827,False,7,Love Blind,Lighthouse Park
2545,0.488,0.138,0,-18.341,1,0.0326,0.87,0.00163,0.203,0.448,186.259,205845,False,6,My Love,Lighthouse Park
2546,0.251,0.372,7,-8.745,1,0.0404,0.965,0.944,0.0959,0.031,79.616,102000,False,14,Locked in Ocean,Silvia Rolf
2547,0.728,0.597,0,-9.295,1,0.0303,0.0536,0.891,0.0761,0.912,150.006,185600,False,2,Solidly Rousing,The Homestead Act
2548,0.748,0.444,2,-7.67,1,0.0316,0.0178,0.782,0.104,0.302,110.042,115636,False,2,Greasing the Light Poles With Crisco,The Homestead Act
2549,0.469,0.341,7,-16.655,1,0.0467,0.15,0.79,0.157,0.104,120.048,152000,False,2,Real Time Playaz,The Homestead Act
2550,0.324,0.922,10,-7.053,0,0.0814,2.79e-05,0.963,0.155,0.134,117.006,172308,False,2,Waterslides,The Homestead Act
2551,0.566,0.836,9,-10.973,0,0.0381,0.00525,0.82,0.155,0.935,140.042,184571,False,2,Ready for Takeoff,The Homestead Act
2552,0.175,0.67,9,-5.948,0,0.031,0.125,0.977,0.163,0.348,80.108,134000,False,2,Weight Limit,The Homestead Act
2553,0.422,0.495,5,-14.928,0,0.301,0.992,0.887,0.129,0.366,78.333,35663,False,2,Amazing,The Homestead Act
2554,0.501,0.549,0,-10.533,1,0.0305,0.923,0.948,0.139,0.181,99.995,154166,False,2,Britney Who?,The Homestead Act
2555,0.163,0.534,0,-10.28,1,0.0348,0.598,0.946,0.0708,0.4,77.014,150811,False,2,Where's Wallace?,The Homestead Act
2556,0.816,0.764,0,-7.538,1,0.0408,0.0329,0.622,0.108,0.963,119.981,148500,False,2,Eraserheads,The Homestead Act
2557,0.605,0.581,4,-8.627,1,0.0578,0.226,0.889,0.0871,0.673,170.091,163765,False,2,Premium Notice,The Homestead Act
2558,0.839,0.277,7,-14.754,1,0.0618,0.546,0.547,0.128,0.246,139.982,160286,False,2,Chillax,The Homestead Act
2559,0.193,0.322,0,-21.994,1,0.0374,0.955,0.978,0.0883,0.102,70.509,116000,False,2,Ghost Behind the Eyes,The Homestead Act
2560,0.556,0.398,0,-12.638,1,0.0408,0.47,0.926,0.116,0.264,119.972,172500,False,2,Undocumented,The Homestead Act
2561,0.315,0.306,9,-30.379,0,0.0361,0.945,0.985,0.16,0.0178,117.848,32105,False,2,Give It a Shot,The Homestead Act
2562,0.504,0.46,0,-11.756,1,0.0467,0.694,0.833,0.105,0.481,199.964,156000,False,2,Rosemary's Lobotomy,The Homestead Act
2563,0.663,0.841,0,-7.134,1,0.0599,0.102,0.911,0.0718,0.942,199.942,163350,False,2,Fantastic Beasts,The Homestead Act
2564,0.597,0.715,5,-8.484,0,0.384,0.221,0.0,0.272,0.759,81.525,188473,True,14,Life I Chose,4ressaTimeBril
2565,0.666,0.939,5,-5.723,0,0.304,0.178,0.0,0.0811,0.516,136.011,225960,True,9,Life In Da Slow Lane,Dat Boi T
2566,0.784,0.442,11,-11.688,0,0.389,0.313,0.0,0.798,0.637,127.558,210840,True,0,Real Talk,Al-D
2567,0.749,0.624,9,-9.023,0,0.16,0.523,0.0,0.234,0.481,119.977,275680,True,3,In Dat Texas Intro,Dat Boi T
2568,0.714,0.692,8,-8.902,1,0.299,0.00281,0.0,0.109,0.642,152.003,280880,True,0,Da Souf,Dat Boi T
2569,0.824,0.732,11,-10.318,1,0.36,0.0107,0.0,0.187,0.66,157.837,205933,True,0,American Gangsta,Dat Boi T
2570,0.59,0.0231,8,-36.123,1,0.546,0.214,0.0,0.602,0.755,138.55,34907,True,0,Renegade Call - Skit,Dat Boi T
2571,0.615,0.615,11,-7.818,0,0.261,0.00133,2.3e-06,0.169,0.25,160.034,231080,True,0,Beat It Up,Dat Boi T
2572,0.753,0.525,8,-9.783,1,0.209,0.00294,0.0,0.304,0.463,129.985,343467,True,2,Bangin' Wit My Bubb Lightz,Dat Boi T
2573,0.861,0.687,2,-7.881,0,0.0777,0.0251,0.0,0.272,0.8,135.053,113853,True,0,Thoed Fyre,Dat Boi T
2574,0.78,0.703,8,-5.716,1,0.064,0.146,0.0,0.0811,0.7,144.99,213787,True,0,In Da Pen,Dat Boi T
2575,0.782,0.658,6,-9.718,1,0.228,0.399,0.0,0.0974,0.485,148.079,259613,True,0,I Made This Track,Dat Boi T
2576,0.771,0.607,4,-8.949,0,0.225,0.143,0.0,0.117,0.677,82.516,256107,True,1,Did You Eva Think,Dat Boi T
2577,0.682,0.82,10,-8.758,0,0.311,0.25,0.0,0.63,0.799,145.039,242427,True,0,I Am Houston - T-Mix,Dat Boi T
2578,0.743,0.667,10,-10.164,0,0.366,0.367,0.0,0.0982,0.474,120.069,304907,True,2,Done Wrecked Da Game,Dat Boi T
2579,0.668,0.339,5,-18.733,0,0.938,0.84,0.0,0.721,0.961,86.984,49373,True,0,Breaking News - Skit,Dat Boi T
2580,0.649,0.777,9,-4.943,0,0.199,0.073,0.0,0.145,0.542,79.51,280853,True,0,Ride On My Enemy,Dat Boi T
2581,0.679,0.791,11,-7.635,0,0.247,0.071,0.0,0.275,0.619,132.367,298427,True,1,Young Saviola,Dat Boi T
2582,0.784,0.055,6,-19.651,1,0.535,0.583,0.0,0.184,0.647,77.779,31773,True,0,Sen Speaks,Da Damn Sen
2583,0.663,0.615,11,-7.535,0,0.053,0.0129,0.0,0.182,0.211,81.98,234893,True,2,Still Gotta Grind,Dat Boi T
2584,0.369,0.869,1,-6.793,1,0.464,0.17,0.0,0.114,0.672,72.364,294373,True,0,I'm So Tired,Dat Boi T
2585,0.738,0.625,9,-7.524,0,0.0977,0.385,0.0,0.701,0.476,120.023,272133,True,2,In Dat Texas Outro,Dat Boi T
2586,0.688,0.541,9,-8.307,1,0.0484,0.24,0.0,0.406,0.163,140.065,111707,True,0,Souf-Tro,Dat Boi T
2587,0.861,0.799,6,-7.885,0,0.131,0.00274,0.0,0.349,0.536,103.909,184615,True,14,Springfield,Casper Locs
2588,0.676,0.807,11,-4.859,0,0.27,0.215,0.0,0.46,0.774,101.008,180048,False,14,It's Go Time,WOOD SNIPES
2589,0.367,0.627,0,-6.569,1,0.0983,0.48,8.13e-06,0.0737,0.576,176.972,216069,False,13,Glow,Garon Brett
2590,0.731,0.382,10,-10.869,1,0.421,0.29,0.0,0.0854,0.154,139.671,154296,True,14,Why,MILLII
2591,0.52,0.562,0,-9.827,0,0.0281,0.494,0.773,0.149,0.42,107.372,169480,False,14,I Love You,Julie Neway
2592,0.77,0.503,7,-14.331,1,0.624,0.0459,0.0,0.117,0.713,168.837,139970,True,14,557 Degreez,Brilo
2593,0.169,0.549,8,-23.833,0,0.0733,0.858,0.867,0.595,0.0375,80.943,67431,False,2,Cursory Flashbacks,City Wakes
2594,0.209,0.517,1,-21.304,0,0.0691,0.0694,0.973,0.377,0.0322,49.211,96409,False,2,A Casual Shrug,City Wakes
2595,0.137,0.311,1,-24.79,0,0.0532,0.273,0.918,0.464,0.0497,101.903,71146,False,2,Surreal Triviality,City Wakes
2596,0.087,0.421,6,-24.305,1,0.0617,0.642,0.953,0.127,0.035,86.322,86936,False,2,Ill-Timed Leer,City Wakes
2597,0.173,0.346,8,-25.616,0,0.0709,0.504,0.963,0.216,0.0331,87.957,64830,False,2,Statuettes for Earnestness,City Wakes
2598,0.136,0.386,11,-22.387,1,0.0549,0.517,0.919,0.294,0.0369,86.81,104397,False,2,Nailing the Men,City Wakes
2599,0.17,0.401,1,-23.873,0,0.0747,0.126,0.732,0.448,0.0367,116.4,104025,False,2,Flown by Pirate Ship,City Wakes
2600,0.078,0.478,11,-23.271,1,0.0597,0.737,0.967,0.363,0.0373,172.217,92137,False,2,Life Hangs,City Wakes
2601,0.186,0.497,1,-22.433,0,0.0662,0.46,0.779,0.176,0.0378,88.318,93623,False,2,Comrade in Arms,City Wakes
2602,0.227,0.435,1,-23.263,0,0.0628,0.377,0.962,0.327,0.0352,89.949,48112,False,2,Sotto Voce,City Wakes
2603,0.168,0.39,11,-23.803,1,0.0728,0.308,0.665,0.281,0.0368,116.943,98638,False,2,Crystal Mountains,City Wakes
2604,0.134,0.443,1,-22.422,0,0.0641,0.384,0.935,0.295,0.0374,81.516,105883,False,2,Chilling Crackle,City Wakes
2605,0.16,0.489,1,-21.216,1,0.05,0.348,0.844,0.334,0.0369,76.144,105697,False,2,Mournful Rage,City Wakes
2606,0.0798,0.496,1,-21.452,0,0.103,0.0894,0.856,0.616,0.0335,170.135,73561,False,2,Enmity Lies,City Wakes
2607,0.153,0.44,1,-21.607,1,0.0702,0.0603,0.817,0.441,0.0396,87.0,61115,False,2,Smoking Garbage Dumps,City Wakes
2608,0.256,0.361,1,-22.836,1,0.055,0.0449,0.834,0.458,0.0596,93.799,61301,False,2,Deadly Sabotage,City Wakes
2609,0.202,0.399,1,-25.243,0,0.0634,0.0488,0.964,0.18,0.0593,67.766,116471,False,2,Boosted by a Chipper,City Wakes
2610,0.122,0.563,7,-8.394,0,0.0321,0.32,0.246,0.216,0.0366,89.461,128000,False,14,The Hardest Song,Orbital C13705
2611,0.535,0.113,7,-15.59,1,0.0336,0.995,0.906,0.107,0.0387,80.006,102000,False,14,Night With You,Chequita Izmael
2612,0.753,0.689,11,-11.496,0,0.0405,0.124,0.781,0.0954,0.92,179.993,130500,False,14,Whisper Teenage,Christop Sharie
2613,0.67,0.901,6,-2.8,1,0.2,0.214,5.19e-06,0.695,0.656,120.042,218625,False,13,NOT ENOUGH,Julia Davo
2614,0.89,0.491,5,-6.45,0,0.13,0.834,0.00301,0.213,0.862,130.011,133312,False,14,Una Diosa Tu,Dj Alexander Black
2615,0.738,0.654,7,-5.637,1,0.423,0.0755,0.0,0.115,0.65,180.061,170606,True,14,Who,KILLA TEE
2616,0.334,0.15,11,-20.262,0,0.0397,0.822,0.00118,0.873,0.207,94.349,269217,False,14,Slice of Eternity,Roxanne
2617,0.734,0.352,0,-10.458,1,0.0312,0.685,0.000122,0.152,0.612,129.055,282791,False,14,Asaguå-hu,Joe Garrido
2618,0.347,0.835,2,-6.157,1,0.126,7.39e-05,1.68e-05,0.22,0.699,163.32,214787,False,12,Turn and Walk Away,Pudge
2619,0.611,0.523,11,-8.233,1,0.0312,5.28e-05,0.000289,0.114,0.612,126.057,185680,False,0,Clarkson,Pudge
2620,0.596,0.787,5,-5.258,1,0.0394,0.000439,0.0605,0.105,0.885,140.076,210107,False,0,That's the Way It Is,Pudge
2621,0.563,0.905,2,-6.854,1,0.0426,0.0271,0.00087,0.0669,0.879,131.821,209533,False,0,Please Don't Go,Pudge
2622,0.399,0.923,4,-5.023,1,0.103,0.000281,0.000653,0.223,0.743,179.969,140773,False,0,(Not Going to Waste) Another Day,Pudge
2623,0.377,0.521,11,-8.427,1,0.0529,0.00411,0.0114,0.232,0.485,151.584,177213,False,0,I Want Out,Pudge
2624,0.663,0.726,1,-7.158,1,0.0369,0.00294,0.0,0.106,0.968,115.997,246280,False,0,Need a Lover,Pudge
2625,0.761,0.755,1,-5.704,0,0.0364,0.0413,1.14e-06,0.0446,0.853,125.1,170440,False,0,It's You,Pudge
2626,0.739,0.102,5,-23.021,1,0.926,0.99,0.0,0.215,0.504,79.428,23440,False,0,Closer to You (Intro),Pudge
2627,0.604,0.798,1,-7.312,0,0.0811,0.00281,1.06e-05,0.0801,0.939,158.063,263760,False,0,Closer to You,Pudge
2628,0.402,0.926,8,-5.282,1,0.0557,0.000132,2.12e-05,0.0861,0.742,159.98,208333,False,0,Red Light Crash,Pudge
2629,0.466,0.955,4,-5.725,1,0.0791,0.00173,8.11e-06,0.0833,0.854,167.043,172187,False,0,All Tied Up,Pudge
2630,0.282,0.804,1,-6.004,0,0.0483,3.89e-05,5.75e-05,0.091,0.566,164.49,178853,False,0,Story of My Life,Pudge
2631,0.674,0.81,1,-6.858,0,0.0848,0.273,0.0,0.0977,0.405,189.97,111161,True,14,Till I,JayDubbed
2632,0.898,0.199,1,-12.715,1,0.336,0.00792,0.125,0.113,0.0912,121.972,158041,True,4,Left for Dead,Diamondboysupply
2633,0.635,0.304,9,-19.86,0,0.239,0.0156,0.0143,0.0993,0.0391,119.939,129045,True,4,Gore,Diamondboysupply
2634,0.825,0.143,5,-18.949,1,0.272,0.00218,0.000107,0.111,0.0617,130.019,180558,True,4,Catch Me,Diamondboysupply
2635,0.807,0.0387,8,-25.291,0,0.458,0.252,0.0699,0.112,0.0684,129.981,85891,True,4,Fast,Diamondboysupply
2636,0.846,0.059,9,-15.28,1,0.126,0.0637,0.446,0.112,0.236,100.003,78916,True,4,Hate,Diamondboysupply
2637,0.588,0.574,1,-11.034,1,0.362,0.389,0.389,0.0874,0.289,119.796,109453,True,4,Red Dot,Diamondboysupply
2638,0.742,0.31,6,-15.114,1,0.217,0.0353,0.517,0.108,0.109,180.007,192183,True,0,Sin,Diamondboysupply
2639,0.799,0.273,0,-18.856,0,0.472,0.872,0.0,0.132,0.196,116.042,68493,True,0,Jks,Diamondboysupply
2640,0.767,0.458,5,-21.238,1,0.136,0.212,0.462,0.392,0.155,114.011,135967,True,0,Peep,Diamondboysupply
2641,0.786,0.172,1,-20.68,1,0.392,0.0618,0.0,0.083,0.19,120.064,201091,True,4,Rollin,Diamondboysupply
2642,0.604,0.401,7,-11.138,0,0.586,0.597,0.0,0.164,0.146,71.766,79848,True,12,Standard,Kooda bby
2643,0.801,0.39,1,-7.017,1,0.474,0.00527,0.000141,0.115,0.166,105.007,93312,True,15,They Don't Love Me,1KJay
2644,0.765,0.542,4,-8.974,0,0.193,0.0213,1.87e-06,0.0828,0.638,95.976,227345,False,14,Call on Me,Alexus Hill
2645,0.906,0.676,4,-6.768,0,0.0974,0.631,0.903,0.104,0.883,145.09,79448,False,13,math homework,YaBoySam
2646,0.559,0.604,6,-10.315,1,0.037,0.178,1.58e-06,0.164,0.407,122.024,184901,True,13,Expedia,BLAXKO
2647,0.717,0.57,10,-6.421,0,0.0424,0.0189,0.0,0.0961,0.217,97.98,199288,True,13,8 Diffirent Ways,Jelani Kay
2648,0.827,0.628,10,-6.195,1,0.0685,0.191,0.0,0.252,0.788,111.947,219821,False,14,That Candy,T.K. Soul
2649,0.899,0.82,10,-5.084,0,0.139,0.425,4.64e-05,0.107,0.438,106.021,161256,True,13,Como Tu Lo Mueve,Chily Y Topo
2650,0.678,0.516,11,-6.314,1,0.0259,0.0304,0.0264,0.107,0.452,99.994,288093,False,3,Too Close,Michi
2651,0.393,0.639,4,-5.626,1,0.0308,0.0193,3e-05,0.223,0.279,167.977,233333,False,3,Dear Best Friend,Michi
2652,0.575,0.68,0,-5.853,1,0.0232,0.212,0.303,0.317,0.626,91.963,260960,False,3,Take Me Home,Michi
2653,0.505,0.686,3,-3.505,1,0.0297,0.0771,2.12e-06,0.0707,0.404,171.941,206827,False,3,Everything,Michi
2654,0.66,0.814,0,-5.079,1,0.0299,0.00808,5.6e-05,0.131,0.58,91.909,238360,False,3,Stay,Michi
2655,0.542,0.53,0,-8.597,1,0.0224,0.21,2.64e-06,0.103,0.39,83.987,301840,False,3,Nine Years,Michi
2656,0.467,0.7,4,-4.285,1,0.0306,0.000103,0.000116,0.304,0.486,95.932,229600,False,3,You Could Be the One,Michi
2657,0.694,0.72,7,-5.399,1,0.0269,0.0362,0.00256,0.21,0.526,105.984,205907,False,3,Hurricane,Michi
2658,0.59,0.543,2,-8.039,1,0.0257,0.00544,2.89e-05,0.0792,0.26,79.935,191440,False,3,Come Monday,Michi
2659,0.225,0.631,4,-5.692,1,0.0388,0.241,0.000121,0.0889,0.322,201.924,199227,False,3,Tumbleweed,Michi
2660,0.655,0.429,9,-9.788,1,0.0257,0.178,0.0173,0.0975,0.324,99.971,303480,False,3,Worlds Away,Michi
2661,0.446,0.8,2,-3.777,1,0.035,0.00389,0.0173,0.223,0.507,179.692,184733,False,3,Standstill,Michi
2662,0.486,0.192,9,-9.889,0,0.0271,0.758,0.0,0.0991,0.287,88.744,207693,False,3,Endlessly,Michi
2663,0.245,0.93,7,-4.566,1,0.117,0.000188,0.109,0.265,0.427,99.259,117749,False,11,Quietly,Witchin Alleys
2664,0.238,0.983,7,-4.036,1,0.269,0.0165,0.901,0.365,0.245,104.449,154147,False,5,7,Witchin Alleys
2665,0.273,0.982,6,-4.285,1,0.237,0.00289,0.787,0.25,0.374,97.686,138486,False,6,Clumsy,Witchin Alleys
2666,0.0678,0.976,6,-3.748,0,0.105,0.0157,0.317,0.173,0.0712,189.319,147181,False,4,Kite,Witchin Alleys
2667,0.802,0.748,1,-5.365,0,0.355,0.386,0.0,0.116,0.63,87.001,154540,True,15,Shootin' Jimmys,Lil T1mmy
2668,0.624,0.707,5,-6.521,1,0.117,0.00169,0.0894,0.106,0.162,127.66,187585,False,14,Together,Thomas Hughes
2669,0.734,0.635,5,-6.53,1,0.0818,0.00143,0.223,0.174,0.195,127.984,247510,False,0,Together - Extended Mix,Thomas Hughes
2670,0.715,0.202,8,-18.924,1,0.31,0.746,0.0,0.183,0.332,134.971,151486,False,14,Poison Heart,Drowziii
2671,0.363,0.8,1,-5.664,1,0.0611,0.00367,0.0,0.03,0.541,195.792,198932,False,15,Honey,Red Dirt Revolution
2672,0.564,0.762,9,-6.4,0,0.0816,0.0477,0.00505,0.0959,0.631,99.858,238027,False,4,Street Lovin,Harsh Armadillo
2673,0.515,0.792,10,-7.139,0,0.0872,0.233,8.07e-06,0.138,0.658,98.349,209320,False,2,Next,Harsh Armadillo
2674,0.364,0.639,10,-11.849,1,0.325,0.871,0.000888,0.285,0.714,88.758,52533,False,1,"Over 90 (‘Lude, Pt. 1)",Harsh Armadillo
2675,0.791,0.827,0,-6.23,1,0.0553,0.192,0.00922,0.045,0.885,110.899,301880,False,6,Golden Booty,Harsh Armadillo
2676,0.493,0.597,9,-9.029,0,0.0848,0.427,0.00234,0.118,0.507,133.02,476067,False,3,Slow Dance,Harsh Armadillo
2677,0.392,0.218,2,-12.823,0,0.0354,0.966,0.821,0.155,0.341,138.354,146160,False,1,Datson,Harsh Armadillo
2678,0.526,0.58,0,-6.985,1,0.0333,0.185,0.0143,0.118,0.591,98.134,386627,False,2,Subterranean,Harsh Armadillo
2679,0.593,0.874,6,-5.9,0,0.11,0.249,0.12,0.0762,0.907,105.254,214133,False,1,The D,Harsh Armadillo
2680,0.535,0.695,4,-7.567,1,0.0667,0.226,0.013,0.162,0.544,144.798,404053,False,2,Lucidity,Harsh Armadillo
2681,0.825,0.38,8,-13.329,1,0.0509,0.8,0.107,0.109,0.445,84.296,31733,False,1,"What Is the Vibe (‘Lude, Pt. 2)",Harsh Armadillo
2682,0.522,0.618,6,-6.849,0,0.0452,0.128,0.000476,0.566,0.584,178.052,244373,False,1,In the Season (feat. Teeba),Harsh Armadillo
2683,0.595,0.707,5,-8.553,0,0.221,0.271,0.000548,0.0371,0.61,97.26,225107,False,1,Standby,Harsh Armadillo
2684,0.366,0.873,6,-4.772,0,0.0837,0.0187,4.77e-05,0.18,0.731,76.918,174173,False,1,She Gone,Harsh Armadillo
2685,0.799,0.306,1,-16.818,1,0.123,0.543,0.0349,0.365,0.865,38.273,31293,False,1,"Hotel Cocktails (‘Lude, Pt. 3)",Harsh Armadillo
2686,0.541,0.729,7,-9.677,0,0.0886,0.415,0.00499,0.102,0.612,96.903,191720,False,2,Menage a Trois,Harsh Armadillo
2687,0.416,0.61,7,-8.133,1,0.132,0.324,1.05e-05,0.105,0.307,144.658,464467,False,1,Blame Bad Habits,Harsh Armadillo
2688,0.64,0.623,6,-5.918,0,0.0878,0.117,4.01e-06,0.132,0.147,124.0,249887,True,13,Inconvenient,Ralph Narron
2689,0.786,0.576,1,-6.971,1,0.306,0.101,3.35e-05,0.326,0.174,137.996,187085,True,18,Walk In My Shoes,Sha.Severe
2690,0.832,0.729,9,-7.241,0,0.0911,0.406,0.0,0.109,0.546,129.993,173376,True,13,Moonwalking,Mtb Ent
2691,0.788,0.793,5,-3.453,0,0.0599,0.12,0.000117,0.129,0.694,129.999,181952,False,18,Don't Fall Off,Feeljones
2692,0.628,0.548,0,-15.724,0,0.0344,0.0203,0.907,0.13,0.605,136.256,156545,False,13,Nature,DJ Starloon
2693,0.503,0.798,7,-8.295,1,0.0395,0.00872,0.000678,0.274,0.868,168.044,214544,False,15,Chance,Avery Stinnett
2694,0.793,0.573,9,-9.265,1,0.365,0.0245,0.00247,0.108,0.448,143.944,208555,True,13,Watch Me Jump,Bagzamilleon
2695,0.697,0.757,4,-5.533,1,0.263,0.111,0.0,0.277,0.664,147.98,200438,True,14,Smashed Off,100 Mill Nova
2696,0.586,0.48,10,-10.237,0,0.113,0.267,1.01e-06,0.104,0.0882,100.756,155665,True,14,$et It Off,HNR AVP
2697,0.531,0.564,7,-9.835,1,0.0436,0.171,4.4e-05,0.19,0.593,136.05,294243,False,3,Mas Alla de Mi,Martin Chaparro
2698,0.638,0.675,5,-9.695,1,0.0535,0.132,0.0,0.106,0.737,130.046,204758,False,3,Amanecer Entre los Tiempos,Martin Chaparro
2699,0.691,0.627,7,-10.327,1,0.036,0.193,0.0,0.112,0.758,105.061,215196,False,3,Preso en Tu Mirada,Martin Chaparro
2700,0.479,0.598,7,-9.21,0,0.0325,0.305,0.00345,0.322,0.525,135.946,342251,False,11,Aunque Te Pierdas,Martin Chaparro
2701,0.582,0.562,0,-7.708,1,0.452,0.0179,0.0,0.0924,0.724,144.966,153288,True,14,B. O. C.,MoeCarro
2702,0.607,0.498,1,-9.945,1,0.336,0.101,0.0,0.478,0.557,129.68,332045,True,14,Rowdy Fawks,Laquinn
2703,0.59,0.913,1,-4.573,1,0.0502,0.0025,0.0,0.186,0.617,103.99,207276,False,3,Scam Artist,Hemlock
2704,0.602,0.883,1,-5.836,1,0.11,0.08,8.63e-06,0.329,0.674,95.216,176838,False,8,Nobody Knows What a Killer Looks Like,Hemlock
2705,0.548,0.86,0,-5.828,1,0.0522,0.00608,0.000126,0.0782,0.363,96.06,210308,False,2,No Money No Love,Hemlock
2706,0.506,0.865,10,-5.359,0,0.0577,0.00038,4.09e-06,0.34,0.483,94.491,212063,False,1,Becoming,Hemlock
2707,0.547,0.942,0,-4.876,1,0.0675,0.00197,3.25e-06,0.056,0.435,96.981,165771,False,3,No Time for Sorrow,Hemlock
2708,0.47,0.97,0,-4.89,1,0.198,0.0182,0.0,0.809,0.368,87.539,176228,False,1,Kill Your Children,Hemlock
2709,0.473,0.778,7,-5.36,1,0.085,0.00523,1.08e-05,0.0704,0.246,133.114,256370,False,2,To Submerge Another,Hemlock
2710,0.337,0.882,4,-5.087,0,0.0445,0.0131,1.56e-06,0.153,0.616,187.01,174548,False,1,Quicksand,Hemlock
2711,0.596,0.854,1,-5.621,1,0.0692,0.00902,1.94e-06,0.27,0.691,105.008,212571,False,1,Obsession,Hemlock
2712,0.487,0.865,0,-6.111,1,0.068,0.00298,1.17e-06,0.304,0.286,89.548,265472,False,1,My Eyes Itch,Hemlock
2713,0.491,0.845,0,-5.828,1,0.0492,0.000808,0.0,0.0935,0.427,93.588,237437,False,1,The Only Enemy,Hemlock
2714,0.544,0.941,7,-4.705,1,0.0593,0.00312,3.81e-06,0.408,0.526,74.982,242186,False,1,Living in Fear,Hemlock
