,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist
0,0.53,0.77,4,-6.633,0,0.0389,0.284,0.501,0.744,0.623,120.144,225696,False,2,No Regrets,James Reeder
1,0.565,0.73,1,-6.063,1,0.073,0.365,0.0,0.237,0.511,130.026,158093,False,2,Wild Life,James Reeder
2,0.427,0.546,4,-8.727,1,0.0849,0.539,0.0152,0.368,0.435,78.345,167262,False,2,Fangs,James Reeder
3,0.421,0.531,7,-5.516,1,0.0262,0.706,0.000208,0.11,0.383,85.08,236832,False,2,Afterburner,James Reeder
4,0.537,0.804,8,-7.378,0,0.157,0.379,0.000489,0.323,0.543,139.95,239400,False,2,Hellfire Rising,James Reeder
5,0.71,0.621,9,-7.879,0,0.0329,0.405,0.0019,0.103,0.546,125.985,194560,False,2,Hurricane,James Reeder
6,0.419,0.821,11,-5.768,0,0.0431,0.0137,0.00365,0.127,0.343,80.031,195288,False,2,Trapdoor,James Reeder
7,0.565,0.624,1,-5.718,1,0.0351,0.00442,0.221,0.108,0.655,123.927,211043,False,2,Demon,James Reeder
8,0.547,0.56,0,-7.187,1,0.051,0.551,0.179,0.137,0.354,169.878,182184,False,2,Rusty Barracuda,James Reeder
9,0.533,0.785,5,-5.466,1,0.0481,0.591,0.0,0.162,0.521,89.826,120936,False,2,Night on Fire,James Reeder
10,0.482,0.369,2,-7.637,0,0.0412,0.75,0.00653,0.105,0.246,74.396,206544,False,2,Kentucky Banshee,James Reeder
11,0.589,0.659,2,-7.491,1,0.0516,0.104,0.00919,0.163,0.47,140.172,164208,False,2,The Devil in a Long Black Lincoln,James Reeder
12,0.573,0.816,0,-7.263,1,0.0419,0.00347,0.814,0.244,0.608,119.983,74064,False,2,Satania,James Reeder
13,0.441,0.855,0,-5.049,1,0.0602,0.00012,0.00014,0.142,0.201,138.777,188960,False,13,Stupid Girl,Cold
14,0.46,0.548,5,-8.914,1,0.035,0.185,0.0865,0.223,0.126,138.73,291147,False,5,Stupid Girl - Life So Long Mix,Cold
15,0.708,0.499,10,-10.249,1,0.0549,0.00461,0.0873,0.106,0.377,95.986,166520,True,14,Essence,TG
16,0.67,0.933,11,-6.248,0,0.0674,0.0154,0.236,0.513,0.876,131.984,382933,False,14,Gravity's Rainbow - Soulwax Remix,Klaxons
17,0.888,0.568,1,-11.802,0,0.292,0.0241,0.0,0.134,0.572,140.03,183972,True,14,How You Do It,TG
18,0.653,0.73,2,-10.229,0,0.0567,0.793,0.904,0.325,0.898,118.139,253893,False,3,Pa' Gozar,Gilles Peterson's Havana Cultura Band
19,0.729,0.751,5,-8.231,1,0.0416,0.548,0.345,0.0804,0.824,116.063,214987,False,5,Arroz Con Pollo,Gilles Peterson's Havana Cultura Band
20,0.717,0.949,5,-7.642,0,0.0625,0.186,0.716,0.158,0.881,125.001,365667,False,3,Roforofo Fight (feat. Mayra Caridad Valdés),Gilles Peterson's Havana Cultura Band
21,0.646,0.745,7,-6.919,1,0.153,0.103,0.0849,0.143,0.689,120.037,394253,False,2,"Ipacuba (feat. Danay Suárez, Francis Del Río, Vince Vella & Julio Padrón)",Gilles Peterson's Havana Cultura Band
22,0.596,0.664,6,-8.661,1,0.258,0.28,0.000979,0.0727,0.661,125.907,272773,False,0,"La Revolución Del Cuerpo, Pt. 1 (feat. Ogguere, Danay Suárez & Obsesión)",Gilles Peterson's Havana Cultura Band
23,0.907,0.73,1,-11.24,0,0.0737,0.032,0.0103,0.0639,0.835,129.295,434507,False,0,"La Revolución Del Cuerpo, Pt. 2 (feat. Roberto Fonseca)",Gilles Peterson's Havana Cultura Band
24,0.682,0.588,1,-8.829,1,0.0635,0.961,0.000147,0.0997,0.696,149.617,260733,False,6,Lágrimas De Soledad (No Existen Palabras) [feat. Danay Suárez],Gilles Peterson's Havana Cultura Band
25,0.534,0.491,4,-9.524,0,0.0626,0.609,0.0366,0.0974,0.722,141.887,374280,False,3,Think Twice (feat. Danay Suarez & Obsesión),Gilles Peterson's Havana Cultura Band
26,0.769,0.921,5,-7.44,0,0.046,0.768,0.146,0.344,0.565,115.012,333147,False,0,Chekere Son (feat. Mayra Caridad Valdés),Gilles Peterson's Havana Cultura Band
27,0.712,0.579,10,-10.011,0,0.044,0.566,0.865,0.112,0.802,97.341,231160,False,0,Afrodisia,Gilles Peterson's Havana Cultura Band
28,0.682,0.686,5,-9.81,0,0.0321,0.711,0.864,0.0724,0.801,119.993,226960,False,0,Mami,Gilles Peterson's Havana Cultura Band
29,0.422,0.389,2,-14.017,1,0.0403,0.725,0.867,0.471,0.199,128.898,286107,False,1,Rezando,Gilles Peterson's Havana Cultura Band
30,0.456,0.706,6,-7.552,0,0.166,0.0783,0.0,0.0182,0.959,174.774,280707,False,1,La Revolución Del Cuerpo,Ogguere
31,0.86,0.795,5,-4.32,1,0.126,0.113,0.0,0.29,0.522,106.021,203227,False,0,Listos 'Pa La Lucha,Free Hole Negro
32,0.824,0.618,10,-5.208,0,0.0707,0.162,0.148,0.139,0.702,90.004,319493,False,1,La Perla Del Son,Wichy de Vedado
33,0.798,0.853,7,-4.455,1,0.143,0.66,0.0,0.175,0.679,99.971,210947,False,0,Candao Cerrao,Yusa
34,0.774,0.859,4,-7.722,0,0.128,0.265,0.0038,0.597,0.63,145.22,254893,False,0,Acompáñanos,Kumar
35,0.77,0.714,11,-5.625,1,0.522,0.44,0.0,0.0954,0.521,94.024,184253,False,1,Me Lastimas,Obsesión
36,0.594,0.654,6,-5.664,0,0.126,0.354,0.0,0.263,0.538,78.656,207267,False,0,Individual,Danay Suárez
37,0.477,0.776,8,-5.628,1,0.399,0.334,0.0,0.286,0.795,78.342,388707,False,0,Pasa El Borrador,Los Aldeanos
38,0.72,0.829,1,-5.451,1,0.215,0.215,0.0,0.197,0.921,89.544,257107,False,0,Amor Internacional,Doble Filo
39,0.783,0.874,2,-5.213,1,0.128,0.0274,1.32e-06,0.091,0.938,170.137,218787,False,0,Por Un Milagro,Cubanito 20.02
40,0.576,0.878,5,-5.433,0,0.359,0.195,0.0,0.3,0.702,104.562,257053,False,0,Sentimiento,Francis del Río
41,0.658,0.656,5,-4.821,0,0.192,0.413,0.0,0.388,0.629,94.924,298093,False,0,Que Tú Te Crees (feat. Pepito),Doble Filo
42,0.548,0.869,9,-3.732,0,0.176,0.75,0.0,0.0615,0.82,96.784,228053,False,0,Puñalá,Descemer Bueno
43,0.467,0.807,10,-4.208,1,0.422,0.254,0.0,0.19,0.457,169.339,242213,False,0,Spiritual Sin Egoísmo,Telmary
44,0.412,0.509,0,-10.743,1,0.0398,0.253,0.881,0.122,0.668,128.456,340573,False,0,La Jungla,Harold López-Nussa
45,0.564,0.811,10,-6.429,1,0.0371,0.00222,0.0,0.0929,0.574,112.517,271381,False,14,Hoy,Fiel A La Vega
46,0.541,0.556,9,-13.506,0,0.0505,0.477,0.413,0.185,0.48,112.138,158571,False,14,Bogeyman,Dan Griffith
47,0.892,0.673,9,-5.156,0,0.0497,0.492,0.0,0.0991,0.962,129.975,208000,False,4,Que Se Quede Contigo,Flor De Tabaco
48,0.86,0.647,7,-4.981,0,0.0472,0.195,0.0,0.0687,0.954,139.954,237160,False,2,Beso A Beso,Flor De Tabaco
49,0.844,0.676,2,-5.235,1,0.0419,0.379,0.0,0.0806,0.921,135.981,231800,False,3,Le Nacen Alas,Flor De Tabaco
50,0.876,0.647,8,-4.953,1,0.0446,0.222,0.0,0.0777,0.962,138.026,219600,False,4,Todos Los Hombres Son Iguales,Flor De Tabaco
51,0.87,0.595,2,-4.995,1,0.0365,0.109,0.0,0.192,0.873,133.981,216187,False,3,Cobarde,Flor De Tabaco
52,0.774,0.604,5,-5.286,1,0.0358,0.122,0.0,0.23,0.903,139.996,238307,False,3,Tu Amor Es Mi Delirio,Flor De Tabaco
53,0.849,0.604,0,-4.813,1,0.0432,0.364,0.0,0.107,0.947,132.963,231227,False,2,Amame Toda La Noche,Flor De Tabaco
54,0.828,0.641,1,-4.345,0,0.0388,0.378,0.0,0.108,0.768,124.969,207587,False,2,Coraje,Flor De Tabaco
55,0.948,0.641,2,-5.707,1,0.048,0.412,0.0,0.311,0.963,132.94,206880,False,2,"Te Amo Tanto, Tanto",Flor De Tabaco
56,0.841,0.773,0,-5.975,1,0.0463,0.0936,0.0,0.146,0.969,135.054,202067,False,1,Crazy For Your Love,Flor De Tabaco
57,0.653,0.82,5,-5.324,0,0.0849,0.0546,6.14e-05,0.151,0.571,196.003,171307,False,3,Arrepentido,Flor De Tabaco
58,0.309,0.605,2,-6.122,1,0.0395,0.622,0.0,0.0913,0.268,199.883,246747,False,1,Cobarde - Balada,Flor De Tabaco
59,0.683,0.729,4,-5.989,1,0.0293,0.00236,4.01e-05,0.0742,0.501,121.933,189836,False,11,Reality - MÖWE Radio Edit,Lost Frequencies
60,0.658,0.811,4,-6.523,1,0.0258,0.00229,0.000503,0.109,0.673,122.014,192049,False,5,Reality - Androma Radio Edit,Lost Frequencies
61,0.699,0.557,1,-8.166,0,0.0619,0.0392,2.52e-05,0.101,0.25,129.98,177509,False,7,Reality - Hitimpulse Remix,Lost Frequencies
62,0.752,0.603,10,-8.368,0,0.13,0.0083,0.0,0.243,0.253,127.98,182000,True,14,Inside Of Me,TG
63,0.824,0.593,5,-8.579,0,0.0485,0.0614,0.00103,0.19,0.859,111.97,258316,False,14,Yüce Dag Basinda,Altin Gün
64,0.855,0.488,8,-10.591,1,0.473,0.06,0.0,0.107,0.7,134.667,142272,True,3,Killas Wit Me,Chv TopSoulja
65,0.678,0.754,11,-6.043,1,0.284,0.018,0.0,0.16,0.143,145.237,165068,True,3,Petty Ma,Chv TopSoulja
66,0.861,0.575,4,-10.465,1,0.342,0.00463,0.0,0.112,0.484,124.036,141819,True,8,See What I See,Chv TopSoulja
67,0.711,0.719,9,-8.559,0,0.324,0.0272,0.0,0.0597,0.438,133.021,180924,True,2,Free Gizmo,Chv TopSoulja
68,0.73,0.561,1,-7.004,1,0.315,0.00154,2.08e-05,0.0952,0.313,135.867,146184,True,2,1-4 Wards,Chv TopSoulja
69,0.706,0.605,7,-10.323,1,0.379,0.195,0.0,0.123,0.391,140.043,169152,True,2,Double R,Chv TopSoulja
70,0.708,0.558,1,-8.816,0,0.273,0.133,0.0,0.18,0.162,130.01,137012,True,2,Opp Baby Muva,Chv TopSoulja
71,0.935,0.579,10,-6.812,0,0.413,0.113,0.0,0.123,0.505,124.047,185574,True,2,Drac Bust,Chv TopSoulja
72,0.792,0.558,8,-7.195,1,0.12,0.0515,4.83e-05,0.155,0.225,129.95,164258,True,1,We On The Wrong Way,Chv TopSoulja
73,0.87,0.51,9,-9.125,1,0.314,0.0879,0.0,0.0754,0.559,130.028,162952,True,1,Who We Are,Chv TopSoulja
74,0.815,0.372,9,-14.909,1,0.161,0.785,0.0,0.175,0.592,125.013,124248,True,1,Off The Top,Chv TopSoulja
75,0.662,0.547,1,-9.077,1,0.262,0.000665,0.0,0.0568,0.4,118.649,133176,True,1,Solider Flow,Chv TopSoulja
76,0.827,0.643,11,-11.035,1,0.443,0.135,1.71e-06,0.356,0.064,139.955,170344,True,0,C4,Chv TopSoulja
77,0.79,0.942,7,-10.115,1,0.0406,0.0513,0.902,0.122,0.922,120.057,178000,False,14,J Dance,Dan Griffith
78,0.286,0.109,7,-14.454,1,0.0319,0.881,2.6e-05,0.174,0.147,101.345,255880,False,8,It's In Everyone Of Us,David Pomeranz
79,0.736,0.63,2,-8.092,1,0.0266,0.605,0.000379,0.209,0.685,112.267,193080,False,2,Thea,David Pomeranz
80,0.497,0.341,7,-10.147,1,0.0299,0.848,0.000822,0.0977,0.262,134.221,260640,False,1,Tryin To Get The Feeling Again,David Pomeranz
81,0.426,0.537,2,-9.2,1,0.0281,0.621,3.04e-05,0.343,0.407,126.611,287000,False,2,The Hit Song Of All Time,David Pomeranz
82,0.501,0.133,0,-17.199,1,0.0286,0.852,0.0,0.603,0.373,105.138,176520,False,2,Flying,David Pomeranz
83,0.618,0.457,9,-11.848,1,0.196,0.191,1.6e-05,0.614,0.781,92.313,275253,False,2,Greyhound Mary,David Pomeranz
84,0.485,0.262,4,-12.192,1,0.0286,0.742,0.0104,0.123,0.179,128.629,207653,False,7,If You Walked Away,David Pomeranz
85,0.732,0.565,0,-10.573,1,0.0266,0.393,0.00584,0.0451,0.773,106.853,246787,False,2,High Together,David Pomeranz
86,0.708,0.389,0,-13.768,1,0.118,0.305,3.66e-06,0.0807,0.483,98.698,106627,False,1,Home To Alaska,David Pomeranz
87,0.358,0.0941,4,-13.537,1,0.0314,0.941,9.49e-06,0.117,0.158,103.081,349533,False,0,Clarence,David Pomeranz
88,0.267,0.905,7,-8.989,1,0.0568,0.00645,0.0529,0.981,0.437,116.278,319427,False,5,Pay No Mind,Ian Moore
89,0.288,0.761,4,-9.461,1,0.0475,0.012,0.00479,0.934,0.419,174.133,317067,False,5,Satisfied,Ian Moore
90,0.273,0.739,0,-9.644,1,0.0683,0.0623,6.62e-05,0.981,0.377,83.865,407240,False,3,Deliver Me,Ian Moore
91,0.368,0.413,7,-11.271,1,0.0303,0.111,0.000412,0.991,0.293,141.265,608360,False,6,"Blue Sky / Abraham, Martin & John",Ian Moore
92,0.42,0.871,9,-10.062,0,0.0558,0.0182,0.044,0.953,0.417,106.592,432133,False,8,Me and My Guitar,Ian Moore
93,0.295,0.709,9,-10.447,0,0.0568,0.00178,0.701,0.964,0.11,125.435,722213,False,10,"Trilogy: The Sunlit Path / La Mere De La Mer / Tomorrow's Story Not the Same - Live in Central Park, New York, NY - August 1973",Mahavishnu Orchestra
94,0.232,0.666,9,-9.877,0,0.0452,0.00245,0.807,0.975,0.278,88.123,592600,False,8,"Sister Andrea - Live in Central Park, New York, NY - August 1973",Mahavishnu Orchestra
95,0.352,0.547,4,-10.674,0,0.0681,0.0101,0.807,0.668,0.131,128.283,1281613,False,7,"Dream - Live in Central Park, New York, NY - August 1973",Mahavishnu Orchestra
96,0.59,0.311,1,-17.081,0,0.0398,0.0583,0.916,0.122,0.398,83.978,182883,False,3,Triple Sevens,Blackjesus Yoshua
97,0.706,0.259,6,-12.442,1,0.0746,0.0322,0.926,0.109,0.483,188.0,207517,False,1,Air Dry Her,Blackjesus Yoshua
98,0.677,0.478,6,-14.429,1,0.0555,0.000186,0.915,0.12,0.557,89.996,192235,False,3,Warrior Lahmu,Blackjesus Yoshua
99,0.847,0.363,7,-10.261,1,0.0908,0.000926,0.89,0.0943,0.664,120.051,200359,False,5,All the Game,Blackjesus Yoshua
100,0.779,0.402,5,-13.939,0,0.0652,0.00751,0.777,0.0881,0.776,102.053,225933,False,1,Skunkdafunk,Blackjesus Yoshua
101,0.761,0.332,2,-12.949,1,0.0559,0.000291,0.874,0.137,0.767,120.031,208039,False,2,Big Rapids Theme,Blackjesus Yoshua
102,0.714,0.348,9,-12.651,1,0.0382,0.00489,0.933,0.136,0.435,119.996,212741,False,3,Shaitanic Books,Blackjesus Yoshua
103,0.615,0.461,1,-12.81,0,0.0323,0.0846,0.808,0.123,0.41,124.061,194168,False,2,Bowling Pins,Blackjesus Yoshua
104,0.5,0.427,9,-13.36,1,0.03,0.000137,0.832,0.169,0.165,187.969,245133,False,3,Neo's New Bass City,Blackjesus Yoshua
105,0.8,0.36,4,-17.801,0,0.168,0.035,0.813,0.32,0.605,138.04,182282,False,1,Doctor Doug's Experiment,Blackjesus Yoshua
106,0.708,0.418,0,-16.249,1,0.0428,0.457,0.885,0.113,0.11,112.01,212140,False,2,Native American Property,Blackjesus Yoshua
107,0.722,0.382,2,-15.882,1,0.0461,0.0616,0.857,0.0815,0.363,120.024,200359,False,2,Mind of a Criminal,Blackjesus Yoshua
108,0.631,0.373,0,-12.12,1,0.0407,0.479,0.331,0.34,0.237,180.054,234397,False,3,My Loving Spirit,Blackjesus Yoshua
109,0.487,0.401,9,-14.647,1,0.359,0.0223,4.29e-06,0.0779,0.122,77.747,111491,True,15,Demontime,757babyglock
110,0.802,0.506,9,-8.635,0,0.161,0.29,0.000635,0.156,0.386,150.048,218429,True,14,Don't Leave Me,Yung Shadøw
111,0.728,0.653,9,-12.777,1,0.0408,0.146,0.000282,0.103,0.965,117.845,237560,False,14,Magic,The Cars
112,0.796,0.675,5,-12.777,1,0.0293,0.0144,0.000949,0.107,0.761,131.009,196667,False,4,I Refuse,The Cars
113,0.732,0.416,10,-20.573,0,0.0413,0.000716,0.882,0.0833,0.967,92.696,194416,False,14,Frosty Night,KingJa
114,0.805,0.721,6,-3.718,0,0.387,0.212,0.000247,0.112,0.786,180.079,218305,False,14,Ire,KayFresh
115,0.855,0.545,7,-11.331,1,0.104,0.0119,0.736,0.0876,0.323,100.032,134399,False,14,E-Cumbia,Noob_Memeus
116,0.473,0.847,0,-8.584,1,0.043,0.00176,8.71e-06,0.0459,0.801,162.686,246507,False,4,Bravi Ragazzi (Bravo Muchachos),Miguel Bosé
117,0.583,0.61,0,-9.817,1,0.0262,0.127,0.0,0.139,0.467,92.171,164267,False,2,Ce la fai,Miguel Bosé
118,0.543,0.802,9,-11.778,0,0.0689,0.024,2.38e-06,0.0667,0.697,145.168,186827,False,0,Olympic Games (Voy A Ganar),Miguel Bosé
119,0.484,0.411,5,-17.568,1,0.0328,0.187,0.0008,0.368,0.348,87.834,236533,False,0,Credo En Ti,Miguel Bosé
120,0.377,0.882,4,-8.502,1,0.0491,0.257,0.0,0.338,0.743,185.549,206933,False,0,Piu' Sexy,Miguel Bosé
121,0.704,0.596,2,-12.177,0,0.0314,0.0334,0.0161,0.0956,0.94,127.524,276667,False,12,Anna (Ana),Miguel Bosé
122,0.676,0.783,2,-10.104,1,0.061,0.419,1.44e-05,0.186,0.911,134.087,228907,False,0,Metropoli (Metropolis),Miguel Bosé
123,0.718,0.565,2,-13.103,1,0.0317,0.0877,0.0136,0.0842,0.721,131.147,248693,False,0,Indio,Miguel Bosé
124,0.523,0.397,3,-13.776,1,0.0332,0.168,0.0,0.177,0.414,75.135,204600,False,3,Ti Amero' (Te Amarè),Miguel Bosé
125,0.511,0.544,7,-15.654,0,0.0291,0.000563,0.222,0.375,0.715,161.281,245707,False,0,Miraggi,Miguel Bosé
126,0.43,0.323,3,-10.217,1,0.0321,0.8,0.0,0.133,0.237,124.265,219000,False,0,Al Di La' (Mas Allà),Miguel Bosé
127,0.708,0.869,2,-11.908,1,0.0339,0.0159,0.521,0.178,0.886,136.539,219800,False,0,Súper Supermán,Miguel Bosé
128,0.521,0.465,5,-12.334,1,0.0371,0.607,0.0,0.452,0.829,77.992,99667,False,0,Buona Notte Fiorellino,Miguel Bosé
129,0.585,0.393,9,-11.396,1,0.0294,0.501,0.000434,0.312,0.369,135.387,284867,False,0,Gente Come Noi,Miguel Bosé
130,0.573,0.809,9,-9.005,1,0.0485,0.0458,0.00161,0.285,0.619,108.962,280760,False,0,Sono Amici (Son Amigos),Miguel Bosé
131,0.549,0.755,2,-12.467,0,0.031,0.000246,0.0205,0.193,0.75,158.758,242267,False,0,Che Sia,Miguel Bosé
132,0.218,0.897,4,-6.102,0,0.0717,2.6e-06,0.857,0.411,0.127,75.726,167535,False,5,Crossing Stars,DXM
133,0.25,0.824,7,-6.489,1,0.165,1.07e-05,0.161,0.555,0.286,140.199,142082,False,5,"The Torn, Withered, and Self Medicated",DXM
134,0.308,0.828,6,-6.202,0,0.0609,8.04e-05,0.00236,0.332,0.702,81.59,128805,False,5,A Concious Action,DXM
135,0.212,0.931,9,-6.14,1,0.261,7.42e-06,0.0257,0.346,0.71,83.553,134681,False,5,The Virus,DXM
136,0.257,0.759,0,-6.454,1,0.0686,9.7e-06,0.775,0.205,0.244,74.29,283683,False,5,Surrender,DXM
137,0.388,0.797,5,-2.03,1,0.03,0.127,0.0,0.174,0.397,151.23,158907,False,2,Cien Abriles,Guardianes Del Amor
138,0.667,0.739,4,-3.02,0,0.0482,0.724,2.72e-06,0.287,0.815,78.822,190560,False,3,Amor Se Escribe Con Llanto,Guardianes Del Amor
139,0.697,0.923,5,-2.866,1,0.228,0.683,1.95e-06,0.0908,0.961,158.126,218267,False,1,"El Perro, el Gato y Yo",Guardianes Del Amor
140,0.516,0.784,4,-4.137,1,0.0281,0.0226,0.0,0.327,0.375,78.014,244467,False,1,Palabras Tristes,Guardianes Del Amor
141,0.619,0.903,4,-4.005,1,0.141,0.26,0.0,0.111,0.933,166.028,216653,False,4,Corazón Romántico,Guardianes Del Amor
142,0.77,0.749,2,-7.429,0,0.0512,0.0732,3.53e-05,0.0476,0.84,80.985,207640,False,2,Adios Con Adios Se Paga,Guardianes Del Amor
143,0.378,0.603,2,-4.23,1,0.0431,0.177,0.0,0.107,0.232,169.59,196693,False,4,Mi Tesoro,Guardianes Del Amor
144,0.558,0.577,4,-5.196,1,0.0344,0.194,0.0,0.108,0.29,85.014,218173,False,5,Un Pedazo de Luna,Guardianes Del Amor
145,0.438,0.681,0,-3.288,1,0.0269,0.389,0.0,0.254,0.674,169.41,230240,False,2,Los Ángeles Lloran,Guardianes Del Amor
146,0.54,0.691,2,-5.395,1,0.0435,0.104,6.23e-06,0.272,0.621,173.356,227427,False,5,Dejame Secar Tus Lagrimas,Guardianes Del Amor
147,0.321,0.404,9,-8.994,0,0.033,0.957,0.00116,0.108,0.159,65.74,162506,False,1,Winter’s Beach,Django Django
148,0.638,0.754,8,-6.002,1,0.0263,0.00585,0.00218,0.143,0.465,109.987,247734,False,7,Sand Dunes,Django Django
149,0.826,0.811,0,-7.123,1,0.0492,0.0792,0.0,0.362,0.85,135.023,176161,False,2,Swimming at Night,Django Django
150,0.621,0.889,1,-7.491,1,0.0288,0.0389,0.0362,0.167,0.338,130.007,286447,False,4,Flash Forward,Django Django
151,0.489,0.669,10,-6.664,0,0.0328,0.0417,0.0824,0.0883,0.518,164.083,249294,False,2,Ghost Rider,Django Django
152,0.514,0.807,8,-5.584,1,0.0298,0.00258,0.0,0.369,0.625,145.031,215552,False,9,Blue Hazy Highs,Django Django
153,0.635,0.13,3,-18.35,1,0.0311,0.84,0.259,0.12,0.293,100.0,139625,False,14,Luck,Appleby
154,0.758,0.277,9,-15.992,0,0.072,0.0768,0.308,0.0823,0.111,132.025,203639,False,2,Flower of Passion,Blackjesus Yoshua
155,0.612,0.753,5,-11.623,0,0.0462,0.0891,0.342,0.101,0.703,114.935,206785,False,2,Shinnindo's Mare,Blackjesus Yoshua
156,0.549,0.475,10,-13.865,1,0.0269,0.000762,0.0515,0.0722,0.102,100.037,238759,False,2,Scaler Warfare,Blackjesus Yoshua
157,0.578,0.465,2,-13.573,0,0.0307,0.204,0.595,0.114,0.233,100.087,238759,False,3,Othello's Last Winter,Blackjesus Yoshua
158,0.295,0.632,1,-14.184,1,0.094,0.00483,0.802,0.475,0.429,122.019,212950,False,2,Nuclear Winter Blues,Blackjesus Yoshua
159,0.705,0.426,2,-13.468,1,0.0672,0.031,0.894,0.215,0.874,160.134,218070,False,2,Hey Bo Grover,Blackjesus Yoshua
160,0.593,0.341,3,-15.67,0,0.0283,0.129,0.748,0.0582,0.63,150.226,213159,False,3,Go Outside,Blackjesus Yoshua
161,0.802,0.406,7,-13.492,1,0.0413,0.00795,0.867,0.168,0.654,119.999,210051,False,3,The Automotons,Blackjesus Yoshua
162,0.549,0.413,8,-13.203,0,0.0363,0.0415,0.889,0.11,0.319,160.017,218070,False,2,Baked Beans,Blackjesus Yoshua
163,0.752,0.39,2,-16.158,1,0.0415,0.875,0.805,0.103,0.72,119.975,192026,False,3,Angers Angel,Blackjesus Yoshua
164,0.543,0.675,10,-9.375,0,0.0301,0.00526,0.827,0.192,0.447,164.082,195683,False,7,Zap These Roaches,Blackjesus Yoshua
165,0.482,0.279,4,-13.436,1,0.0345,0.77,0.677,0.105,0.567,125.739,212625,False,14,True Enough,Alex Alavi
166,0.712,0.161,3,-14.255,1,0.0369,0.843,0.00974,0.103,0.708,129.68,150000,False,14,We Are 2,Alex Alavi
167,0.637,0.883,3,-3.773,1,0.153,0.421,0.0,0.0725,0.966,173.841,166507,False,14,El Principio Del Infierno,Alfredo Olivas
168,0.803,0.377,10,-14.176,0,0.102,0.0689,0.846,0.168,0.389,120.001,202606,False,7,East,Neo Soulstress
169,0.692,0.293,5,-12.835,1,0.0833,0.775,0.324,0.0778,0.499,79.958,198504,False,7,North,Neo Soulstress
170,0.504,0.452,10,-14.997,0,0.0478,0.203,0.845,0.0759,0.512,139.912,196232,False,7,South,Neo Soulstress
171,0.742,0.667,0,-12.544,1,0.107,0.444,0.655,0.425,0.237,109.743,190354,False,7,West,Neo Soulstress
172,0.364,0.122,10,-15.674,1,0.0389,0.883,0.881,0.0822,0.191,81.437,365840,False,0,New Moon - Reprise (V2.1),American Film Orchestra
173,0.438,0.182,9,-16.5,0,0.0461,0.932,0.866,0.131,0.247,110.047,251267,False,0,Fur Elise (V2.1),American Film Orchestra
174,0.304,0.356,4,-8.487,0,0.0438,0.846,0.949,0.0712,0.322,188.838,322493,False,1,Excerpts From Moon,American Film Orchestra
175,0.488,0.333,0,-10.817,1,0.0337,0.854,0.928,0.173,0.181,78.373,299307,False,0,Come Away With Me,American Film Orchestra
176,0.218,0.333,3,-9.489,1,0.0311,0.653,0.879,0.13,0.0396,96.637,263227,False,1,The Memory Of Trees,American Film Orchestra
177,0.541,0.294,0,-10.627,1,0.0306,0.611,0.904,0.114,0.109,116.148,252160,False,13,Orinoco Flow,American Film Orchestra
178,0.0828,0.233,10,-18.041,0,0.0379,0.958,0.981,0.077,0.0352,171.628,172973,False,1,"Adagio For Strings, Op. 11 (Main Theme)",American Film Orchestra
179,0.144,0.178,9,-14.936,1,0.0386,0.932,0.112,0.102,0.0532,139.702,279533,False,3,May It Be,American Film Orchestra
180,0.396,0.309,5,-10.176,1,0.0354,0.771,1.62e-06,0.114,0.123,139.899,268907,False,0,The Gift,American Film Orchestra
181,0.491,0.176,1,-11.134,1,0.0371,0.933,1.45e-05,0.104,0.123,111.809,200547,False,0,The Love I Found In You,American Film Orchestra
182,0.331,0.311,9,-12.283,1,0.0466,0.986,0.936,0.153,0.295,142.262,183480,False,0,Bella's Lullaby (A River Flows In You),Taliesin Orchestra
183,0.672,0.57,0,-7.557,1,0.0428,0.313,1.88e-05,0.086,0.654,89.953,218159,False,4,iT,Christine and the Queens
184,0.512,0.445,8,-11.402,1,0.0489,0.367,0.0262,0.103,0.172,99.145,239554,False,6,Saint Claude (Version Française),Christine and the Queens
185,0.872,0.361,7,-9.88,1,0.0609,0.283,0.00262,0.108,0.489,100.001,233247,False,10,Tilted,Christine and the Queens
186,0.775,0.707,2,-6.958,1,0.0301,0.391,0.000341,0.128,0.397,118.072,208821,False,3,Narcissus Is Back,Christine and the Queens
187,0.814,0.685,8,-6.293,0,0.0581,0.525,1.5e-05,0.0658,0.762,124.982,222302,False,3,The Loving Cup,Christine and the Queens
188,0.819,0.792,6,-3.315,0,0.226,0.131,0.0,0.166,0.751,140.011,130220,True,4,Why so Serious 2,Tha Joker
189,0.761,0.702,10,-3.983,0,0.327,0.00295,0.0,0.123,0.268,131.03,209946,True,3,Eyes Close,Tha Joker
190,0.696,0.923,6,-2.373,0,0.322,0.337,0.0,0.351,0.738,149.052,188944,True,2,Delta,Tha Joker
191,0.885,0.56,11,-5.285,1,0.0804,0.00289,0.0,0.0815,0.479,126.016,138945,True,2,Random,Tha Joker
192,0.633,0.7,8,-5.227,1,0.12,0.00573,0.0,0.0998,0.255,145.083,226873,True,2,Gym,Tha Joker
193,0.669,0.753,1,-5.52,1,0.171,0.0943,0.0,0.272,0.819,74.965,205453,True,1,Blow Stacks,Tha Joker
194,0.62,0.78,6,-3.717,0,0.0752,0.116,0.0,0.419,0.873,136.931,187089,True,7,Cant Come Down,Tha Joker
